a-bomb,0
a-horizon,0
a-line,0
a-list,0
a-ok,0.12208
a-okay,0.12208
a-one,0.28394
a-team,0
a.d.,0
a.e.,0
a.k.a.,0
a.m.,0.0
a'man,0
a,0.04128
aa,0
aaa,0.04030
aachen,0
aah,0
aalborg,0
aalii,0
aalst,0
aalto,0
aar,0
aardvark,0
aardwolf,0
aare,0
aarhus,0
aaron,0
aarp,0
aas,0.625
aave,0
ab,0
aba,0
abaca,0
abacinate,0
aback,0.01301
abactinal,0
abacus,0
abadan,0
abaft,0
abalone,0
abamp,0
abampere,0
abandon,-0.475
abandoned,-0.5
abandonment,-0.6
abarticulation,0
abase,-0.38925
abasement,-0.12026
abash,-0.19821
abashed,-0.28345
abashment,-0.25931
abasia,-0.33433
abasic,-0.17327
abatable,0.28394
abate,-0.06819
abatement,-0.02960
abatic,-0.17327
abatis,0
abator,0
abattis,0
abattoir,0
abaxial,0
abaxially,0.15793
abaya,0
abb,0
abbacy,0
abbatial,0
abbe,0.12208
abbess,0
abbey,0
abbot,0.21734
abbreviate,0
abbreviated,0
abbreviation,0
abbreviator,0
abc's,0
abc,0
abcoulomb,0
abcs,0
abdias,-0.08847
abdicable,0.15199
abdicate,0
abdication,0
abdicator,0
abdomen,0
abdominal,0.0
abdominocentesis,0
abdominoplasty,0
abdominous,0
abdominousness,0
abdominovesical,0
abduce,0
abducens,0
abducent,0.0
abduct,-0.61495
abducting,0
abduction,-0.7
abductor,0
abeam,0
abecedarian,0.0
abecedarius,0
abed,0
abel,0
abelard,0
abele,0
abelia,0
abelmoschus,0
abelmosk,0
abenaki,0
aberdare,0
aberdeen,0
aberdonian,0
aberrance,0.12208
aberrancy,0.12208
aberrant,0.0501567
aberrate,-0.08847
aberration,0.21871
abet,0
abetalipoproteinemia,-0.42036
abetment,0
abettal,0
abetter,0
abettor,0
abeyance,0
abeyant,-0.05621
abfarad,0
abhenry,0
abhor,-0.5
abhorrence,-0.28345
abhorrent,-0.775
abhorrer,0
abidance,0.25049
abide,0.10518
abiding,0.15579
abidjan,0
abience,0
abient,0.06700
abies,0
abila,0
abilene,0
ability,0.325
abiogenesis,0
abiogenetic,0
abiogenist,0
abiotrophy,-0.17327
abject,-0.29370
abjection,-0.07997
abjectly,0.17826
abjuration,-0.38925
abjure,-0.38925
abjurer,0
abkhas,0
abkhasian,0
abkhaz,0.0
abkhazia,0
abkhazian,0.0
ablactate,0
ablactation,0
ablate,-0.02960
ablated,-0.07997
ablation,0
ablative,0.0546975
ablaut,0.21734
ablaze,0.02067
able-bodied,0.15793
able-bodiedism,0.04030
able-bodism,0.04030
able,0.44415
ableism,0.04030
ablepharia,0.21734
ablism,0.04030
abloom,0.12208
abls,0
ablution,0
ablutionary,0
ably,0.17826
abm,0
abnaki,0.0
abnegate,0.12545
abnegation,0.10670
abnegator,0
abnormal,-0.31840
abnormalcy,0.15793
abnormality,-0.50054
abnormally,0.12208
abo,0
aboard,0.025
abocclusion,0.12208
abode,0
abohm,0
abolish,0
abolishable,0.28394
abolishment,0
abolition,0
abolitionary,0
abolitionism,0
abolitionist,0
abomasal,0
abomasum,0
abominable,-0.25985
abominably,-0.42034
abominate,-0.19821
abomination,-0.57547
abominator,-0.28345
abor,0
aborad,0
aboral,0
aboriginal,0.0
aborigine,0
abort,-0.3208563
aborticide,0
abortifacient,-0.0935385
abortion,0
abortionist,0
abortive,-0.19821
abortively,0.15793
abortus,0
aboulia,0
aboulic,-0.42036
abound,-0.02960
abounding,-0.19821
about-face,0.0
about,0.0748457
above-mentioned,-0.07997
above-named,-0.07997
above,0.06278026700000001
aboveboard,0.0318654
aboveground,0
abracadabra,0
abrachia,0
abradant,0
abrade,-0.02298
abrader,0
abraham,0
abramis,0
abranchial,0
abranchiate,0
abranchious,0
