sentiment,text,quality,difficulty,prof_name
1,"I am thoroughly impressed with how Dr. Kelley laid out course materials in Blackboard. Everything is easily accessible, organized to limit confusion for students. I WISH that every professor would lay out their classes this way.",5.0,2.0,Courtney Kelley
1,Super interactive and enjoyable class! She is passionate about the topic and provides very good examples. Doable readings and fair assignments. Just be in class and get a good mark!,5.0,3.0,Mehrnaz Golestaneh
1,The professor was okayish. He is not a harsh grader or rude. The only problem with this course is how he gives out the projects. The projects are difficult to understand and very hard to accomplish. He talks a long time giving feedback to people who need papers to get signed.,3.0,2.0,Muhilan Ramamoorthy
1,"hes really calm and collected, does a great job at explaining the material and cares about his students. great professor overall. you will not regret taking his class",5.0,2.0,Siavash Karimzadegan
1,"Had Prof Triplett for both MGF 1106 and 1107. Hands down one of the best professors I've had. He wants you to learn the material but also understands that formulas and processes can be awkward to memorize and will let you use notes. Be prepared for a lot of homework, especially if you take a condensed summer class. Great Prof all around.",5.0,2.0,Howard Triplett
1,"Maria has been my favorite teacher so far at DMACC.  I took her online Humor in Lit class and it was phenomenal...a nice segue into actual schoolwork the following semester.  She assigns great books, sometimes even movies, and is up front if they will be dryboring.  Plus I didn't have to buy pricey textbooks, most titles were free online!",4.5,2.0,Maria Cochran
0,"She was always very vague about what she wanted. She expected you to use canvas a lot and from what I could remember would never give you a heads up with something was coming up, I understand that it's our responsibility, but Eng101 is one of the 1st classes you take in college and I didn't know how to use it right away. A heads up would've been n",2.0,2.0,Karin Kappen
0,I ddin't learn much.,1.0,2.0,Lewis Smith
0,Can I give you some advice? Don't take a class with this prof if you can avoid it. Trust me on this one.,1.0,4.0,Daniel Schaal
1,"Prof. Pave was very enthusiastic and knowledgeable about what he taught. Always able to answer questions and give amazing stories about religions. A lot of quizzes & writing assignments, but they're not difficult at all if you just read the textbook. We had to read 2 additional books which were very interesting, and his feedback is great & detailed",5.0,4.0,Adam Pave
1,Awesome professor! Helped me actually understand the concepts of cal 1 and I'm now taking him for cal 2,5.0,3.0,Charles Webb
1,"Cindy was a great teacher but because she doesn't believe in giving exams the homework is lengthy, but not hard. She requires you to read 2 books for the class as well as writing essays on both books, and one last essay at the end of the semester. She also requires 3 projects. None of the assignments were too challenging to complete. An easy A .",4.0,3.0,Cindy O'Toole
1,"She's a nice teacher, but does get mad/annoyed when questions are asked or if you don't know the answers during class. She is always available during office hours. She can be very condescending when going over problems in class.",4.0,4.0,Hope Menzel
0,"Terrible professor. Only professor that offers the management specific courses, and they're all online. I wanted to take in person. I know what you're thinking, online is easier right? Absolutely not. He makes them so hard in that he grades everything so tough. TONS OF WORK. Then he gives exams that are so hard and cover 4 chapters at once.",1.0,4.0,Brennan Carr
0,"Marek is a very courteous and professional individual but he has many flaws in regards to his job as a professor. First of all, he does not tell you what he expect. No rubrics or guidelines are given for projects, so you have to do your best and accept the bad grade that comes with it. He also is very inconsistent with his marking. ",2.0,5.0,Marek Czekanski
1,"One of the best professors at Rutgers that actually teaches. He is there to help his students through email, office hours, etc. He sends many emails. Make sure you read them because they are VERY helpful. His notes and practice problems are very detailed. Do his practice problems and you'll be guaranteed to pass chem.",5.0,4.0,Ed Tavss
1,"Professor Looney is the BOMB.  He is a truly good teacher, and really explains material thoroughly.  He is also absolutely hilarious and makes me laugh every class.  I would highly recommend him and this course to anyone - I am far from a science-lover, but this class has helped me enjoy, I repeat, ENJOY science!!",5.0,2.0,Leslie Looney
0,"this guy is a freaking moron, and it is a shame that you must take classes with him...he doesn't teach **** and expects you to know everything..should be fired",1.0,3.0,Tim Hartman
0,"Ignores student perspective. It's her way or the wrong way. Quizzes are confusing. The class topic is so easy to understand but somehow this professor mixes in her own ideas and it turns into a completely, hectic and confusing class. Despite receiving an A, I know that this class is a ""GPA Killer"". I wouldn't recommend this class, 3/10",1.0,5.0,Diane Wolf
1,"David, overall is a pretty nice professor. However, his teaching style is VERY outdated. You take tons of notes everyday and expects you to know the information based on the textbook&homework. Homework isn't graded but DO THEM, EVERYTHING YOU WILL LEARN WILL BE BASED OFF THE TEXTBOOK. He makes mistakes so please POINT IT OUT to him. Also DONT SKIP.",3.0,4.0,Repanich David
1,"He definitely wants to see his students succeed in the class.  The material is pretty tedious and is loaded with different rules and code sections, but he lets you know which ones to focus on.  It seems he worked hard to become a better instructor, and I believe he did a great job.",4.5,3.0,James Serocki
1,Quizzes every class. 50 multiple choice question tests,4.0,4.0,Edward Crawley
0,Do not take his class. Avoid it at all costs. The MLSC actually has their own sections just for students in his class because of how hard he is. He's different from every other professor at OSU in terms of homework and tests. Homework is very tough and grades it hard. Also tons of pop quizzes and a quiz in the first week worth 9% of the class.,1.0,4.0,Alekzander Malcom
1,Theres a lot of writing in this class that it can be overwhelming. You have about 2 days or so to complete a draft. Mandatory office hours. Expect to spend hours on this class. Lots of reading. Nothing impossible but tiring. Easy grade as long as you put in work. Hes chill and cares about his students. Most assignments will be marked complete.,4.0,4.0,Bradley Queen
1,"Professor Jassen's class was one of my favorite courses to take over this past semester. Although I did not do as well as I would have liked as I am taking the course over again next semester, she is an amazing professor and will stop and explain something if someone does not understand it. Remember to pay attention & study for weekly quizzes!",5.0,4.0,Alison Jassen
1,A great class and friendly teacher. Attendance to both the yoga sessions and lectures are a must. You won't have to do the reading if you attend lectures.,4.0,1.0,Keval Khaur Khalsa
1,"His class is pretty easy, but you could tell he's been told to lower the marks because their too high. So you have to be careful. Labs are pretty good too, alot of easy ones just sitting around waiting, so you'll enjoy that, just be careful with his tests now",5.0,2.0,Edward Lai
0,"Attendance is not mandatory, but he will use the fact that you are not in class against you. Along with this, he gives quizzes every week. He does not actually teach you how to do problems, just throws a bunch of equations at you and expects you to know how to use them to solve a problem when he has not shown you.",1.0,4.0,Arup Mukherjee
0,"Doesnt use cuLearn to release grades & requires students to hand in hard copies of all assignments which wastes time & is outdated. There is only 1 knowledgeable TA & the others are basically useless. The prof doesnt answer emails professionally, nor is he helpful in office hours or explaining concepts during lecture.",1.0,5.0,Andre Turcotte
1,Professor Fitzpatrick was such an amazing professor. She is willingly to help on any essay she has assigned and is very concise with her comments on essays. She encourages her students to do well and is very passionate about the subject she teaches. I would love to take more of her classes.,5.0,3.0,Cristen Fitzpatrick
1,"I had a bad TA which really killed the class considering there were two discussions a week, but the one lecture we would have was excellent. She infuses humor and intellect brilliantly. A terrific professor.",4.5,4.0,Florencia Henshaw
1,Most understanding professor. Treats you with complete respect others. I absolutely loved her. ,5.0,1.0,Sara Juncaj
1,Dr. Ghosh is a really terrific teacher. She makes it easy to follow the course material online and has a easy to follow timeline for everything in the semester. She answers emails back quickly and usually with a good deal of explanation. She is very fair.,5.0,3.0,Urbi Ghosh
1,"Her teaching style is kind of weird and I think she struggled teaching a class that had never been offered before, so I can't speak to her efficacy in other courses. You absolutely need to read the assigned text, because she doesn't go very in-depth during her lectures. More like an overview. Overall, she isn't terrible and is pretty easy.",3.5,2.0,Linda Knapp
1,"Ms. Carr is a wonderful CPR instructor and not only works with the students, but helps them with the test, and isn't difficult at all.  She's very friendly with a laid-back demeanor.  Serious, but not demanding.  Great teacher!",5.0,1.0,Amy Carr
0,"Took his class for 131 & barely passed. Idk why I decided to take him for college Algebra ,its useless because he teaches you his way and expects you to know all the formulas already. He makes fun of the students and rants in class instead of doing lectures. He gives very few test thats why I took his class but he doesnt curve grades. Hes awful!",1.0,4.0,James Schubert
1,"Great professor and you think the class will be easy, but you HAVE to study. His tests are very very intense and you have to study the study guide and have it practically memorized to get an A on the exams. I took him for human sexuality and I learned so many things for the real world. Very smart man and writes his own textbooks. You need the books",5.0,5.0,David Knox
0,No Comments,1.0,1.0,Mark Pawkett
0,"Never gave assignments back on time. Never gave assignment rubrics when she said she would. All her class is is busy work and her talking about herself. She never answers emails so don't expect to get any advice from her about grades, projects or clarificiation on anything. AVOID AT ALL COSTS",1.0,3.0,Miranda Olzman
1,Prof Malekan was a gem. I took her for ELM 112 Fingerspelling class and she helped me succeed. She teaches formal ASL which I love but is challenging.  Attendance and participation are important. Work hard and do well. Recommended for anyone interested in pursuing ASL seriously or even professionally. Take her!,5.0,4.0,Azadeh Malekan
0,"You should only expect an A in this class if you show up to every single class and are incredibly engaged. Don't be deceived by the .5 credit: there are many writing assignments and ""Engagement activities"" over the course of the semester (standard for all dance at duke?). This class was more of an extra academic burden than a dance class for me.",2.0,3.0,Keval Khaur Khalsa
1,this was my favorite class I have ever taken at cmu! I would recommend it to anyone and I feel its a class everyone should take. Take it with Kathy Backus and you wont regret it! It was an amazing class and so so SO beneficial!,5.0,2.0,Kathy Backus
0,"Prof Hart wants you to learn but is very unorganized, if you can stand hearing the word ""um"" 10000 times then its the class for you, dont even bother printing the handouts because you cannot follow them! The readings are pointless n mean nothing. WOULD NOT TAKE HER AGAIN!",1.5,4.0,Carol Hart
1,"Great teacher, not so great advisor.",3.0,3.0,Melissa Morris
1,Oh Steve.. Steve is that dude. He is one of the boys and was a great professor. Tests is based on 4 tests and he gives very good reviews. Also we has quizzes but were told about them in advance. Much love Steve.,5.0,2.0,Steve Rosin
1,"Has weekly quizzes but they're fairly straight forward if you pay attention in class. Lectures had a lot of content, but exams were easier than expected. All of his classes have group projects (that I've taken at least). Old school teaching style, but very nice guy outside of class. Also none of his classes use textbooks.",5.0,4.0,Max Anikovskiy
0,No Comments,2.5,5.0,William Menasco
1,Best professor ever. I would want her to be my professor for every class if that was possible! Definitely take her class!,5.0,1.0,Jane Levesque
1,Great professor for history. Clear with what she wants you to learn. She gives you exactly what is on the test before hand and reviews it offering extra credit. There was 4 primary source papers that she grades really easy. ,5.0,2.0,Emily Marlowe
1,Kevin is a great professor and I would recomend him if you are looking for easy credits!,5.0,2.0,Kevin Mason
1,Amazing professor and very professional. She cares a lot about her students. She helped me so much.,5.0,3.0,Agatha Schwartz
0,He is the toughest grader I have ever taken. He gives a lot of homework and is really tough on the specific details required in your answer. He is the hardest teacher I have taken. There is a lot of drawings and answering questions.,2.0,5.0,Nathan Lanning
0,"Dr. Cheers is one of the most difficult prof. i've had to deal with. He's rude and there are days where you want to punch him in the face. But know this, he was the only prof. that made me reevaluate my decision to be a journalist. He made me see you have to find your motivation yourself. I'd recommend this class for those who need a reality check.",2.5,5.0,Michael Cheers
0,"Miranda is disorganized and showed up to the class late or right at start time. she enjoys rambling about unrelated things which also wastes time, tests are fairly easy if you go to class. she likes to ask questions about examples and side stories she mentions so pay attention to those! the only reason people went to class was for clicker quizzes",1.0,2.0,Miranda Hart
1,"Physics 131, 132, 133, EGR 235 since i can't type it all! Awesome teacher, some of the best conversations i've had in college were with him. a blast to hand around. BIG HELPER!!!",5.0,2.0,Mike Crittenden
1,"I took him 3 times throughout my college career and he was also an advisor for a bit that I went to. Very helpful, caring, and a person to be looked up to. Doesn't grade on a curve, but does give extra credit opportunities. Lab work with him is fulfilling and he is great to work with, and will give you the criticism needed to ensure success",5.0,4.0,Nathan Lanning
1,"Birkett is not very clear in her lectures and is kind of annoying to deal with. She's sweet but she's also a neurologist, so there's that. She is very helpful, going above and beyond to answer your questions, but make sure you study for exams, especially if they're make up exams. Clicker question days are random, also. Good luck.",4.0,5.0,Melissa Birkett
1,She is very passionate about what she does. She is sweet and most of the tests are online.,4.0,3.0,Miranda Richmond
1,I love Professor Tompson! She was really funny which helped me stay awake at 8 am. Read the chapters in the book and study her lecture slides and you're set. Discussion was pointless unless you have questions about the information....,5.0,2.0,Martha Tompson
1,"She is a very sweet professor and will help you if you ask for it, but the class itself is very lecture heavy and can sometimes be boring. The final is a group project, which is easy but the quizzes in class can sometimes be difficult.",3.0,4.0,Dawn Kopacz
1,"Super nice. Really wants you to learn. Read, it WILL BE on the tests. He gives you study guides with everything that will be on the test!! Final project (10 page essay) sucks. Wants you to be there on time. Easiest A. Gets boring.",4.5,1.0,Alemayehu Lirenso
0,She teaches class like a middle school teacher.,1.0,3.0,Rebecca Swenson
1,I would take his class again. He makes you interested in what he is teaching. Be prepared to write lots and lots of notes. Make sure when he tells his corny jokes to laugh and make it seem real. Even when they are not that funny. Overall he was a great teacher.,4.0,4.0,Jared Wells
1,Papa George will change your life. He is by far the best teacher I have ever had in my whole life.  I have never been good at math until I had him as teacher. Everyone in my class looked forward to coming because of how much we were inspired by him. He is Hilarious and you will learn so much more then just math! TAKE HIM! You will have no regrets!,5.0,2.0,. Papageorgiu
1,I took this class over summer semester and had a really good experience. Prof Spears always replied in a timely manner and has every assignment and due date set up at the beginning of the semester so there are no surprises. She lets you turn things in late too if you give her a heads up which was really helpful! I would take another class w her!,4.5,2.0,Lisa Spears
1,"Before coming to college, I heard horror stories about crazy professors who didn't care if you got an A or an F. Dr. Hauck proved those stories wrong. He set time outside of class to help me understand all of the material I didn't understand. His tests were straightforward if you paid attention during lecture, and he was super fun in lab. Take him!",5.0,2.0,Nathanael Hauck
0,"Never take this class as an elective. Forget about the online component, It's way too much work (readings, assignments). You are supposed to read the whole, 300 page textbook, as well as watch hours of lectures. Every now and then you are supposed to buy the newest version of the textbook (which she was an author of) that costs $100+. Ridiculous.",1.0,4.0,Adelle Forth
1,"Professor Wood is very intelligent, this course is difficult. At the start I was doing fine, but I missed handing in a quiz and got a bad score on a test and it didn't look like I was going to pass. She allowed the class to make up one test on our day off, if wanted. I studied hard and got a good score. She is a very tough grader but knows allot.",5.0,5.0,Sandra Wood
0,She is not an easy grader. Her test ask random questions about half in her powerpoints half from the book. The amount of Studying I needed to do to get an A was the most I have ever needed to study. Others will study for hours and only get a C on the exams. She is not the professor just be prepared for the class I guess.,1.0,5.0,Elizabeth Arevalo
1,The best instructor ever! Wish I would have had her in high school....very patient and kind...made it fun and interesting.,5.0,3.0,Simone Peters
1,Dr. Z was prepared for class everyday. She always has a smile on her face and is extremely funny and kind. She is a great person.,4.0,5.0,Natalya Zinkevich
1,"I love Sam! I want to do cognitive science because of this class, and he has been such a caring adviser through the process. He's so funny, sweet, and his lectures are so interesting. Some people don't like how he doesn't have slides but honestly just get over it haha and calm down because it's amazing and makes you think like never before.",5.0,2.0,Samuel Epstein
1,Great all-around professor. Homework is pretty usual and consistent and tests are pretty basic. Very helpful.,4.0,3.0,J. Kirk Higham
0,Lectures can be hard to follow. Really nice and will always help you.,2.0,5.0,Brian Feige
0,"Too much reading. Every session, get ready for a quiz (single multiple choice question). I understand that the reading are for our knowledge but she gave too much reading (two books for a one meeting). If you dont know how to manage those, you will fail. Exams are essay type and not so hard. TA are nice and helpful.",2.0,3.0,Leigh-Ann Wheeler
0,I absolutely do not recommend her! Online class is terrible! Gave tons of assignments at beginning of semester without any kind of discussion/lecture. Never replied to emails. Kept saying her computer was broken when the students went to her in person. It's midway through the semester and still no contact? Please! Try using other excuses!,1.0,5.0,Raina Dobson
1,She is one of the best teachers I have encountered at UT. She is willing to reteach things that are unclear and relates material to everyday life. Whenever I have to take a science class I hope she is teaching that course. She is funny. Her notes are exactly what is on the exams. If you pick another teacher over her you are making a huge mistake.,5.0,2.0,Heather Hug
1,"Dr. SASS was amazing! I hate political science but she made the topic very interesting.  There are no tests, but you have oral quizzes.  They are very simple as long as you take notes.  Make sure you read the chapters that are assign for the week, because she always asks questions from the book.  You also need to keep up with current events!",5.0,2.0,Stephanie Slocum-Schaffer
1,Best teacher I have ever had!,5.0,4.0,Tom Witelski
1,Took a seminar with her.  She's amazing at facilitating discussion and keeping the discussion on track and connected.  Very clear and brilliant.  So kind and helpful and understanding in office hours. Fair grader and wrote an entire type page of commentary on our essays for how to improve. Highly recommended.,5.0,3.0,C. Namwali Serpell
1,One of the only profs who treats students with respect and has made COVID adjustments that are helpful. Always accepts late work and will give extension. Lectures were entertaining and relevant to the real world.,5.0,2.0,Lee Burras
0,terrible.,1.0,5.0,David Trubatch
1,"He is a great professor for Music class. If you won't be able to catch up easily, he will be going to repeat it again. Get ready because he will have you do a term paper, listening logs and concert reports. You can ask him to extend the deadlines for all of these. He gives a lot of extra credit points. Be sure to attend and never miss class. ",5.0,1.0,Ishmail Mehmeti
0,"Although she teaches a 3 credit hour fine arts course, I had the most homework assigned to me in this class than all of my others. She expects you to already know how to play an instrument and read music. She is rude. Avoid taking this class at all costs.",1.0,4.0,Carmen Lemoine
1,AWESOME professor. Extremely helpful and caring. I'd highly recommend her =),5.0,2.0,Darlene Pabis
1,Freedman is great! He is interesting and passionate about what he teaches. Supportive of students and fair with grades,4.0,4.0,Michael Freedman
0,She does absolutely nothing for her class or her students and shes supposed to teach how to tend to exceptional learners but doesnt practice it herself . Oxymoron of a professor if you ask me,1.0,1.0,Alyce Hunter
0,"Short papers, blogs and a 4-5 part final paper.  At least 2 of these are due every week.  She's not clear on answers. Open book tests but she takes so many points off for everything else that it doesn't matter. Expects very detailed everything but never gives an example of what she wants and you lose an incredible amount of points for it. ",2.5,4.0,Elizabeth Ferns
0,Terrible class. You won't learn much.   Teacher is not all together.,1.5,3.0,Irini Rickerson
1,Great teaching style.  Very fair.,5.0,4.0,Jon Sperling
0,"Would not recommend at all. She's a tough grader. Literally so disrespectful, she shamed someone in front of the whole class because they didn't do their homework. She expects you to like and be good at music, regardless of major. Avoid at all costs.",1.0,4.0,Carmen Lemoine
1,"Dr. Bonaccorsi is a great chemistry teacher and knows what shes talking about, shes there to teach students and answer any questions after class, quizzes/exams can be difficult and there is no curve. Top Hat questions during class strongly suggested you should show up.",4.0,3.0,Christina Bonaccorsi
1,"Great teacher for an already tough class. Gentry is very upfront and doesn't baby his students or under-emphasize the  of the course. Students were expected to read the book (RENT DO NOT BUY), do the homework, and come to class with questions. Not an easy A (or B) but if you learn well by self-teaching and peer-teaching you'll do fine-ish",4.0,4.0,Glenn Gentry
