sentiment,text,quality,difficulty,prof_name
1,Super clear lectures. Low difficulty but you can definitely learn things! Took his differential equations at Scripps College this semester. Really liked it!,5.0,2.0,Randall Swift
1,"Dr. Gelderloos is a wonderful lecturer and a respectable man. However, I can't recommend his class to people who are trying to maximize their courseload or who are working. He gives an outrageous amount of work, easily several times more than my other upper level classes. His classes are difficult because of this. Have free time? Yes, take him.",4.0,4.0,Orin Gelderloos
0,"1. His slide decks are awful - paragraphs c&p'd, reads directly from, few in-class examples, no excel use, no computer lab classroom 2. Projects were good, but all self-learning, easy grader 3. Final is egregious nonsense. Took full 3h for 30q, and I wasn't alone. Most material not covered, you need to self study book. Take CFA instead.",1.0,4.0,BO Ouyang
1,No Comments,5.0,3.0,Melissa Birch
1,"Amazing professor, will certainly grow your interest of the music industry.  His lectures were incredibly informative and you will feel very fortunate to be in his class because he has so much knowledge to offer and you will absorb more of it than you could ever imagine, if you put in the work. It's a hard class, but well worth it.",5.0,4.0,Paul Young
1,i took Rafferty last fall. She told you what you had to do to pass and was always willing to help in office hours. Physics can be really boring but she made it interesting. She records lecture videos every day and posts them so if you miss class or need to see an example again. The homework is hard but the program walks you through it. Take her,4.5,4.0,Stephanie Rafferty
1,"I took the hybrid class.  He kept everything up to date on D2L and sent e-mail reminders when an assignment was due.  The assignments are easy to get full credit on.  The tests are matching and multiple choice, but he grades on a curve.  Be sure to study the book and the notes for the tests.",5.0,2.0,Albert Bugaj
1,She is very nice. I love her accent!!,5.0,1.0,Regina Blue-Soloman
1,My tailoring class with Ronda has transformed my sewing hobby into a total obsession! The techniques she teaches ranges from practical to total couture. Ronda provides excellent drawings and written material to assist you outside of class (and in the long term when you've forgotten how to use a certain technique). I look forward to every class!,5.0,4.0,Ronda Chaney
1,"Though she came off as tough, she was a great teacher. A lot of people didn't like her because she made us work but it's college it's time to be an adult. All Directions were precise and clear. I was always determined by her toughness and turned in every assignment on time,  never missed class, and got an A.",5.0,1.0,Vann Rogers
1,My boyfriend and I took her class and loved it. She was recommended by a lot of past students. If you study and come to class it's pretty chill. She stays after to help you with anything. Mrs. Garrisi is a cool prof.,5.0,1.0,Sensei Garrissi
1,Inspiring,5.0,3.0,Stephen Esposito
1,Professor Endlich is amazing. You won't regret taking her class. She is accessible and very understanding. Has a few lectures and papers but she is not as strict as other professor. She makes class enjoyable and easy going.,5.0,3.0,Christine Endlich
1,"Butman is a very tough grader however, is very easy once you get the hang of the essays. Learn from mistakes !!!! First 2 essays were an F and a D. He explained mistakes not to make and once corrected i became a B student. Point is, don't let his attitude make you drop he actually does care about his students in his own way",2.5,4.0,Ray Butman
1,Business Law 2.  Took this class Fall 2014 - Peruyera is a lawyer. He lectures each chapter via power point. Goes into Spanglish mode all the time. Funny guy. Easy going. Early releases usual. You will have a presentation and paper for the final. ,5.0,1.0,J Raul Peruyera
0,"Lectures are long, does not explain material well. Does not give clear expectations. Answers emails fast. Book is useless, he provides a free pdf version.",1.0,5.0,German Velasco
1,"Econ 2370 is a challenging class, but Professor Melendez is amazing! I am not good at math, and I had to study a lot for this class. The material is hard, and you for sure have to WORK HARD for your grade, but Melendez is more than willing to meet with students if they are struggling. He was always VERY helpful and understanding & he's so funny!!",5.0,4.0,Joel Melendez
1,"Completely disagree with other comments.  Great teacher with true concern for the students.  A study guide was given for each exam and the tests came straight from the guide.  The powerpoints were posted on her website prior to lectures.  Many animations and other aids to help in learning were provided.  She was tough, but very fair and caring.",5.0,4.0,Holley H. Langille
1,"Prof Platz is young and she relates to her students in a way where she realizes that you do not want to have a lot of work. She is really understanding and helpful if you talk to her one on one. The course material and homework is easy, just annoying. She also is not the easiest grader in the world but if you put in effort then you will get an A",3.5,2.0,Jenny Platz
1,"Professor Pangallozzi was an awesome teacher. She is extremely knowledgeable and great at her delivery. The COVID pandemic forced the class online, so things felt a little rocky to start, but she had it pretty well figured out in a few weeks. Quizzes and tests were all online and open book, so as long as you keep up with the reading it an easy A.",5.0,2.0,Laura Pangallozzi
1,"Had to attend lecture in order to be there for her pop quizzes. All notes were written on the board but she posted them on canvas so if you had to miss you could still get them. Tests were easy as they were verbatim from the quizzes and in class assignments. Also there is extra credit, even though you most likely don't need it. EASY A!!",4.0,2.0,Nicola Grissom
1,"Professors dont matter that much with organic chem II. Good or bad the class is still gonna be one of the hardest youve ever taken. Accept that. But MS is one of the best professors if not. Always has a hilarious story, makes lecture fun. Material is hard, exams are fair and professor is amazing. Take MS above all other orgo professors.",5.0,5.0,M. Montague-Smith
1,"Great professor but this class involves little more work than average. You have one paper that is reviewed by people in your class, and you are responsible for making either a Ted Ed like video, Ted talk, or podcast. You are also responsible for reviewing other classmates papers. Not hard assignments by any means but take some time. You also have a test that you will take 3 different times, and it's the same test every time. He's a little unorganized and changes the schedule as you go. Overall though very unique way of teaching, great teacher/person, and I would recommend this class. It's easy assignments and he' an easy grader but will take some time/effort so be prepared.",4.0,2.0,J. Alex Grizzell
1,"Helpful, bit quirky humor.  Has well defined powerpoint presentations for class.  Overall a great professor for intro psych.",4.5,4.0,Albert Bugaj
1,He is pretty straight forward professor online. Class was pretty easy but make sure you study for the mid-term and final as they are most of the points for the class. Would recommend him to other classmates.,4.5,1.0,Jerry Lulejian
1,"Dr. Kosnik is lovely. He is super passionate about music, and it shows in his lectures. He keeps his lectures short and engaging. He is by far my favorite professor.",5.0,1.0,James Kosnik
0,Get quizzes often (worth around 10% of final grade). He has an accent which makes it difficult to comprehend what's being taught.  If you are new to chemistry then do not take this class. He is not straight forward and he can be confusing.   Most of the learning will be done outside of class through homework!,2.5,3.0,Guatam Dhar
0,"This guy is a joke!!! Over half of the class is going to get a D or lower for their final grade and he thinks thats a good thing....will never give a student an A its one of his policies, test are impossible and admits to making them that way on purpose...worst part is he is the only teacher that teaches this class!",1.0,5.0,Danny Ervin
0,"She's not clear in grading. Seems to take points off for no logical reason, even if you have fulfilled the rubric requirements completely. Takes points off during assignments that are based on opinion... Very critical - but doesn't really give any useful feedback. No way to please her. Avoid her if you want to enjoy the subject and not resent it.",1.0,5.0,Elizabeth Ferns
0,Literally the worse teacher I have taken within my two years of being at NCC.,1.0,4.0,Mary Mathis
1,She is by far one of my favorite teachers that  i have ever had. She is so worldly and intelligent and loves to share her knowledge. She is Russian and has a russian accent but that is all it is she speaks perfect english and i would assume english is her second language and she does a great job. I just love her class so much. Def recommend her.,5.0,4.0,Maria Cochran
1,Love Dr. Chalk!! Great class that is always interesting and sparks class discussions. Can't wait to take another class with her!,5.0,2.0,Bridget Chalk
1,One of the best professors I've had. Quite understanding when it comes to assignment . Have to experience this professor for yourself. Don't listen to other students that spread false rumors about him. Once you enter the classroom you'll realize that those individuals were the problem. He provides additional teaching aids to students.,5.0,1.0,Christopher Wayne Purser
0,"Too much reading, I do not learn my reading 30 pages of information and then taking 4 different tests on it. I will NEVER take this class again. I just had a mental breakdown over this class and I'm over it.",1.0,5.0,Clovis Stacey
1,Syllabus is very clear on what is due and when. He lists what he is grading you on in each assignment. Happy to answer any questions you have. Organized and straight forward. This class was very basic and easy to pass. Just show up and do the homework on time.,4.0,1.0,Rod Kendall
1,"I liked taking his class. He is a very good professor, very friendly and never behaves rude. There were a lot of class activities, online bonus assignments and without the attendance you cannot score an A.",5.0,4.0,Scott Campbell
1,Professor Calkins is an amazing ENC professor. Wanted to take her for 1102 but couldn't get a spot unfortunately. She really cares about her students growth as writers and really helps you when you have questions about your papers. If you care about your grade she will make sure you get the best grade possible.,5.0,3.0,Vanessa Calkins
1,Such a sweet amazing professor. I truly enjoyed this class she really cares about each and every single one of her students. Lectures are great she really knows how to teach!!! Love her!,5.0,2.0,Andress Walker
0,While I won''t deny that I think my writing improved from taking this course I would never recommend a Nelson class to anyone.  He''s very pretentious and he addresses his classes with such an air of superiority as if we are simply lucky that he''s letting us in on his insights about literature and the English language.  I would avoid at all costs,2.5,5.0,Randy Nelson
1,"Easy class! A lot of homework assignments every week: mini short essays, social media, quizzes, chapter homework, and class participation assignments. There's a mid-term and final, and one major essay that requires to do presentation on it. Teacher is really nice and grades easily. Boring lectures!!",5.0,2.0,Chelsi Johnston
0,"Has a very high opinion of himself, likes to read out his own stories and talks about his life A LOT. There's never a clear definition of what he wants as a paper, and he's a tough grader. I was bored all the time.",2.5,4.0,Randy Nelson
1,"She's very sweet and knowledgable on all the topics. Sometimes she is a little disorganized in her lectures, but as long as you skim through the textbook and study the study guide before exams, you can get an A! In 230 there were 4 exams, 1 group presentation, & 5 quizzes. Homework almost every week, but it was just the definitions from the chapter",4.0,3.0,Glenora Nelson
1,"Professor Bronie is an amazing professor! She does give a lot of homework, but its really to prepare you. Before every exam she gives out study guides that are similar to the ones on the exam! She genuinely really cares about each student, and she wants everyone to pass her class. Definitely would recommend if you struggle with math.",4.0,4.0,Barbara Bronie
1,An easy A. I did learn a lot and he is sometimes hard to understand. Overall a great class to take,4.0,1.0,Mikhail Grachev
1,"Ms Mahon is the most amazing professor you could ever hope to get! She is genuine, and works to make sure everyone is on the same page. If anyone came to her with an issue or suggestion, she worked with them, never shut anyone down or had an attitude. If you can get in her class you need to take it! She changed my perspective on education. The BEST",5.0,4.0,Kirsten Mahon
