sentiment,text,quality,difficulty,prof_name
0,"the professor doesn't put much effort into her pedagogy and did not organize her class very well. the whole syllabus didn't make sense. she's not incredibly helpful and doesn't provide students with much evaluation. did not engage students but talked at us in long monologues and then expected a good discussion. overall, not a good teacher.",1.0,5.0,Sonia Alvarez
1,He is a chill man. Very smart and teaches well. Very clear and super helpful!!,5.0,4.0,Adam Wickert
1,"Great professor! You have to read and go to class to get a solid grade. Very fair, group project can be tough but totally worth it you learn a lot from the class. Professor Carr was completely engaged and office hours were great resource. Last note the quizzes are the hardest part, recommend flash cards and Read in class notes.",5.0,3.0,Brennan Carr
0,"DO NOT TAKE with her. Does absolutely nothing but sit on the computer while in class. Doesn't know how to answer questions on material or tests she gives! Never teaches or lectures about  new material nor reviews for exams. if you want learn nothing and waste your time then you should take her. She probably has tenure, the only reason she has a job",1.0,3.0,Faith Lamprey
0,"Ummm. He is a really nice guy, but not a good teacher at all. He never writes anything down or explains anything to you. He reads the book in class and expects you to attain information just by reading. Never responds to emails, and he lost my homework (he eventually found it but it was still frustrating). All in all: good person, bad teacher.",2.0,4.0,Cesar Reyes
0,The course goals outlined in the syllabus weren't achieved. He went on an unprofessional rant against his colleagues and can be rude to students. I wouldn't have taken this class if it weren't required for my degree. I'd avoid his classes at all costs. Required to buy a textbook that wasn't even used.,1.0,3.0,Robert Anemone
1,If you have to take a composition class PLEASE choose Dr. Zbeida! She is very kind and gives great feedback! I am awful at writing and I passed the class with an A. Although she is forgiving you still need to do your work.,5.0,3.0,Jessica Zbeida
1,No Comments,4.5,2.0,Steve Holt
0,"I was NOT fond of her instructional approach. She seemed to rush through the material. When I asked for assistance or guidance she was not very optimistic or supportive. She's arrogant, not very approachable, judgmental, and called people out when they make a mistake speaking Spanish.  I've never had any issues with any professors, until this lady.",2.0,5.0,Eugenia Ruiz
1,"Super fun and engaging class. Discussions and participation count toward the grade, but they are casual chats/thoughts. Funny, caring, and engaging teacher, but specific when it comes to listening and participating. Take notes based on the material he talks about because it is needed for the two-three tests given. Easy A kind of class.",5.0,1.0,Robert Caruso
